2		1		0.000000
2		2		0.000000
2		3		0.000000
2		4		0.000000
2		5		0.000000
2		6		0.000000
2		7		0.000000
2		8		0.000000
2		9		0.000000
2		10		0.000000
2		11		0.000000
2		12		0.000000
2		13		0.000000
2		14		0.000000
2		15		0.000000
2		16		0.000000
2		17		0.000000
2		18		0.000000
2		19		0.000000
2		20		0.000000
2		21		0.000000
2		22		0.000000
2		23		0.000000
2		24		0.000000
2		25		0.000000
2		26		0.000000
2		27		0.000000
2		28		0.000000
2		29		0.000000
2		30		0.000000
2		31		0.000000
2		32		0.000000
2		33		0.000000
2		34		0.000000
2		35		0.000000
2		36		0.000000
2		37		0.000000
2		38		0.040000
2		39		0.040000
2		40		0.080000
2		41		0.060000
2		42		0.120000
2		43		0.140000
2		44		0.160000
2		45		0.120000
2		46		0.220000
2		47		0.460000
2		48		0.320000
2		49		0.240000
2		50		0.000000
4		1		0.000000
4		2		0.000000
4		3		0.000000
4		4		0.000000
4		5		0.000000
4		6		0.000000
4		7		0.000000
4		8		0.000000
4		9		0.000000
4		10		0.000000
4		11		0.000000
4		12		0.000000
4		13		0.000000
4		14		0.000000
4		15		0.000000
4		16		0.000000
4		17		0.000000
4		18		0.000000
4		19		0.000000
4		20		0.000000
4		21		0.000000
4		22		0.000000
4		23		0.000000
4		24		0.020000
4		25		0.000000
4		26		0.100000
4		27		0.020000
4		28		0.100000
4		29		0.100000
4		30		0.080000
4		31		0.120000
4		32		0.100000
4		33		0.200000
4		34		0.260000
4		35		0.220000
4		36		0.260000
4		37		0.420000
4		38		0.400000
4		39		0.400000
4		40		0.340000
4		41		0.160000
4		42		0.280000
4		43		0.140000
4		44		0.120000
4		45		0.160000
4		46		0.000000
4		47		0.000000
4		48		0.000000
4		49		0.000000
4		50		0.000000
6		1		0.000000
6		2		0.000000
6		3		0.000000
6		4		0.000000
6		5		0.000000
6		6		0.000000
6		7		0.000000
6		8		0.000000
6		9		0.000000
6		10		0.000000
6		11		0.000000
6		12		0.000000
6		13		0.000000
6		14		0.000000
6		15		0.000000
6		16		0.020000
6		17		0.080000
6		18		0.100000
6		19		0.140000
6		20		0.080000
6		21		0.140000
6		22		0.280000
6		23		0.140000
6		24		0.240000
6		25		0.260000
6		26		0.320000
6		27		0.380000
6		28		0.500000
6		29		0.420000
6		30		0.400000
6		31		0.340000
6		32		0.480000
6		33		0.360000
6		34		0.400000
6		35		0.160000
6		36		0.220000
6		37		0.260000
6		38		0.060000
6		39		0.060000
6		40		0.100000
6		41		0.020000
6		42		0.020000
6		43		0.000000
6		44		0.000000
6		45		0.020000
6		46		0.000000
6		47		0.000000
6		48		0.000000
6		49		0.000000
6		50		0.000000
8		1		0.000000
8		2		0.000000
8		3		0.000000
8		4		0.000000
8		5		0.000000
8		6		0.000000
8		7		0.020000
8		8		0.040000
8		9		0.040000
8		10		0.060000
8		11		0.200000
8		12		0.140000
8		13		0.160000
8		14		0.220000
8		15		0.220000
8		16		0.300000
8		17		0.200000
8		18		0.540000
8		19		0.420000
8		20		0.480000
8		21		0.620000
8		22		0.480000
