1		0.000000		1.000000
2		0.000000		2.000000
3		0.000000		3.000000
4		0.000000		4.000000
5		0.000000		5.000000
6		0.000000		6.000000
7		0.000000		7.000000
8		0.000000		8.000000
9		0.000000		9.000000
10		0.010000		9.900000
11		0.027273		10.700001
12		0.108333		10.700000
13		0.192308		10.500000
14		0.250000		10.500000
15		0.300000		10.500001
16		0.387500		9.800000
17		0.500000		8.500000
18		0.488889		9.200001
19		0.563158		8.299999
20		0.635000		7.300000
21		0.719048		5.899999
22		0.754545		5.400002
23		0.826087		4.000002
24		0.845833		3.700002
25		0.844000		3.900001
26		0.876923		3.200001
27		0.911111		2.399998
28		0.942857		1.600000
29		0.931035		1.999998
30		0.940000		1.800002
31		0.964516		1.099999
32		0.978125		0.699999
33		0.984849		0.499996
34		0.982353		0.599999
35		0.991429		0.299996
36		0.988889		0.399997
37		0.994595		0.199996
38		0.994737		0.199997
39		0.992308		0.299996
40		0.997500		0.099995
41		0.997561		0.099995
42		1.000000		-0.000005
43		1.000000		-0.000005
44		1.000000		-0.000005
45		1.000000		-0.000005
46		1.000000		-0.000005
47		1.000000		-0.000006
48		1.000000		-0.000006
49		1.000000		-0.000006
50		1.000000		-0.000006
